Analysis,GOID,Title,Date,Source Type,Authors,Publication ID,Publication Title,Publisher City,Publisher Province,ISBN,URL
worthwhile,2626949411,Europe’s Nuclear Fusion Race Is Going Private,2022-02-09,Newspapers,,2040502,Yerepouni Daily News,Camden,DE,,https://www.proquest.com/docview/2626949411
risk,2627219918,Energy transition will not come without risks,2022-02-11,Newspapers,"['Sullivan, Paul']",29467,Arab News,Jeddah,,,https://www.proquest.com/docview/2627219918
worthwhile,2627740576,France: Macron calls for nuclear 'renaissance' to end the France's reliance on fossil fuels,2022-02-14,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/2627740576
worthwhile,2628157715,Russia: Meeting on implementation process and results of socioeconomic development initiatives up to 2030,2022-02-14,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/2628157715
worthwhile,2628278403,The Global Energy Policy Problem No One Wants To Acknowledge,2022-02-14,Newspapers,,2040502,Yerepouni Daily News,Camden,DE,,https://www.proquest.com/docview/2628278403
worthwhile,2628370692,Macron's nuclear ramp-up stirs debate in Europe,2022-02-15,Newspapers,"['Chen, Weihua']",2030588,China Daily,BEIJING,,,https://www.proquest.com/docview/2628370692
unrelated,2628390506,A CANNY VIEW Time the best cushion when planning investments,2022-02-05,Newspapers,,38485,Hawkes Bay Today,Auckland,,,https://www.proquest.com/docview/2628390506
risk,2628433354,Nuclear power is on the rise again – but its second act is in doubt,2022-02-15,Newspapers,"['Mcgee, Niall']",46323,The Globe and Mail,Toronto,Ontario,,https://www.proquest.com/docview/2628433354
unrelated,2629089769,Cost of offshore wind power continues to fall,2022-02-17,Newspapers,,736331,The Japan News,Tokyo,,,https://www.proquest.com/docview/2629089769
worthwhile,2629313676,The Holy Grail Of Energy Is Within Reach,2022-02-17,Newspapers,,2040502,Yerepouni Daily News,Camden,DE,,https://www.proquest.com/docview/2629313676
risk,2630393033,DEALING WITH AN UNEASY SHIFT OF POWER,2022-02-19,Newspapers,,42764,Weekend Australian,Surry Hills,NSW,,https://www.proquest.com/docview/2630393033
risk,2630393526,Letters to the Editor,2022-02-19,Newspapers,,42764,Weekend Australian,Surry Hills,NSW,,https://www.proquest.com/docview/2630393526
risk,2630451566,EXCHANGE --- Power Struggle: The $4.5 Billion Clean-Power Bet --- Blackstone wanted to bring hydropower to New York City from 339 miles away. It wouldn't be easy.,2022-02-19,Newspapers,"['Dezember, Ryan']",10482,Wall Street Journal,South Brunswick,NJ,,https://www.proquest.com/docview/2630451566
risk,2630485258,Dealing with an uneasy shift of power,2022-02-18,Newspapers,"['Graham, Lloyd']",636359,The Australian (Online),Surry Hills,NSW,,https://www.proquest.com/docview/2630485258
worthwhile,2630604942,"Calls growing to embrace nuclear energy amid surging energy costs, Ukraine uncertainty",2022-02-20,Newspapers,"['Kyung-min, Lee']",2046300,The Korea Times,Seoul,,,https://www.proquest.com/docview/2630604942
worthwhile,2630926289,World: Is nuclear energy the 'hottest' new renewable on the block?,2022-02-22,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/2630926289
risk,2631363319,A new nuclear power station will not fix the energy crisis,2022-02-22,Newspapers,"['Lucas, Caroline']",2042848,The Independent (Daily Edition),London,,,https://www.proquest.com/docview/2631363319
worthwhile,2631762724,Conservatives need a climate plan focused on a clean-growth future,2022-02-19,Newspapers,"['Raitt, Lisa', 'Dinning, Jim']",46323,The Globe and Mail,Toronto,Ontario,,https://www.proquest.com/docview/2631762724
unrelated,2631947079,United States: DOE Announces $150 Million to Reduce Climate Impacts of Energy Technologies and Manufacturing,2022-02-24,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/2631947079
risk,2632022979,The West’s Delusion of Energy Independence,2022-02-22,Newspapers,"['Blair, Dennis C', 'Dunford, Joseph F, Jr']",45131,The New York Times,NEW YORK,NY,,https://www.proquest.com/docview/2632022979
risk,2632185115,World: How the climate crisis is threatening our energy supply,2022-02-25,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/2632185115
worthwhile,2632574399,Cusi to travel to the US for nuclear deal,2022-02-25,Newspapers,,3930286,Manila Bulletin,New Delhi,,,https://www.proquest.com/docview/2632574399
unrelated,2633099861,We’d better start being nice to Britain – they control our gas,2022-02-26,Newspapers,"['Taylor, Cliff']",27283,Irish Times,Dublin,,,https://www.proquest.com/docview/2633099861
unrelated,2634145887,The dangerous energy dance between the EU and Russia,2022-03-01,Newspapers,"['Sullivan, Paul']",29467,Arab News,Jeddah,,,https://www.proquest.com/docview/2634145887
worthwhile,2634280561,Ben Houchen: Teesside can provide UK energy answers,2022-02-27,Newspapers,"['Houchen, Ben']",45456,Northern Echo,Darlington,,,https://www.proquest.com/docview/2634280561
unrelated,2634281897,'Putin and his cronies' targeted by new UK sanctions on Russia in Liz Truss statement,2022-02-28,Newspapers,"['Penna, Dominic']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/2634281897
worthwhile,2634433792,Call to look at hydrogen and nuclear energy,2022-03-01,Newspapers,,33108,The Straits Times,News Centre,,,https://www.proquest.com/docview/2634433792
risk,2635108608,Sturgeon sparks fury for 'recipe for disaster' energy plan that leaves UK exposed to Putin,2022-03-02,Newspapers,"['Falvey, Dan']",2030468,Express (Online),London,,,https://www.proquest.com/docview/2635108608
unrelated,2635190595,French exhibitors to introduce new technologies at MEE,2022-03-03,Newspapers,,38562,TradeArabia,Camden,DE,,https://www.proquest.com/docview/2635190595
worthwhile,2635267383,Philippines: Pursuit of nuclear energy to reduce PH oil dependency,2022-03-04,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/2635267383
risk,2635333499,Germany opposes ban on Russian oil and gas,2022-03-03,Newspapers,"['Warrington, James', 'Rees, Tom', 'Bottaro, Giulia']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/2635333499
worthwhile,2635383808,Philippines approves nuke energy as national policy,2022-03-04,Newspapers,,2029686,IANS English,Noida,,,https://www.proquest.com/docview/2635383808
unrelated,2635740545,"Russians should not assassinate Vladimir Putin, says Boris Johnson",2022-03-04,Newspapers,"['Boycott-Owen, Mason']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/2635740545
worthwhile,2635784081,Fire up the nuclear option [Scot Region],2022-03-05,Newspapers,"['Brummer, Alex']",46329,Daily Mail,London,,,https://www.proquest.com/docview/2635784081
worthwhile,2635792200,Fire up the nuclear option,2022-03-05,Newspapers,"['Brummer, Alex']",46329,Daily Mail,London,,,https://www.proquest.com/docview/2635792200
unrelated,2635842305,War a reminder of power politics,2022-03-06,Newspapers,,44089,Sun-Herald,Sydney,New South Wales,,https://www.proquest.com/docview/2635842305
unrelated,2636853215,Bangladesh keen to work with UAE for maximum mutual benefit: PM Sheikh Hasina,2022-03-07,Newspapers,"['Kumar, Ashwani']",29252,Khaleej Times,Camden,DE,,https://www.proquest.com/docview/2636853215
worthwhile,2637156067,It’s not too late to free ourselves from this idiotic addiction to Russian gas,2022-03-09,Newspapers,"['Monbiot, George']",35249,The Guardian,London,,,https://www.proquest.com/docview/2637156067
unrelated,2637180394,Access to energy is crucial to SA transformation,2022-03-09,Newspapers,,29499,The Daily News,Johannesburg,,,https://www.proquest.com/docview/2637180394
unrelated,2637180688,Access to energy is crucial to SA transformation,2022-03-09,Newspapers,,45455,Cape Argus,Johannesburg,,,https://www.proquest.com/docview/2637180688
unrelated,2637197853,Access to energy is crucial to SA transformation,2022-03-09,Newspapers,,39818,The Star,Johannesburg,,,https://www.proquest.com/docview/2637197853
unrelated,2637257992,"Taqa, Dubal to acquire EGA's key power generation assets",2022-03-09,Newspapers,,38562,TradeArabia,Camden,DE,,https://www.proquest.com/docview/2637257992
unrelated,2637269337,Major UAE entities to expand clean energy development,2022-03-09,Newspapers,,40133,Emirates News Agency (WAM),Camden,DE,,https://www.proquest.com/docview/2637269337
unrelated,2637276252,Access to energy is crucial to SA transformation,2022-03-09,Newspapers,,2044877,The Star,Camden,DE,,https://www.proquest.com/docview/2637276252
unrelated,2637297617,"EGA, TAQA, Dubal Holding, EWEC to expand clean energy development",2022-03-09,Newspapers,,40133,Emirates News Agency (WAM),Camden,DE,,https://www.proquest.com/docview/2637297617
risk,2637445354,Trying to save the planet now will only save Putin,2022-03-10,Newspapers,,42763,The Australian,Surry Hills,NSW,,https://www.proquest.com/docview/2637445354
worthwhile,2637477030,Alberta offers safe way out of world energy crisis,2022-03-09,Newspapers,"['Staples, David']",46779,Edmonton Journal,Toronto,Ontario,,https://www.proquest.com/docview/2637477030
risk,2637560373,Trying to save the planet now will only save Putin,2022-03-09,Newspapers,"['Canavan, Matt']",636359,The Australian (Online),Surry Hills,NSW,,https://www.proquest.com/docview/2637560373
worthwhile,2638168952,How Rolls-Royce's mini nuclear reactors could solve the energy crisis,2022-03-11,Newspapers,"['Mustoe, Howard']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/2638168952
worthwhile,2638188012,Why Britain needs Rolls's mini nuclear reactors,2022-03-12,Newspapers,,33554,The Daily Telegraph,Tonbridge,,,https://www.proquest.com/docview/2638188012
unrelated,2638195503,US to Partner Nigeria to Stop Gas Flaring By Conversion to Ammonia,2022-03-12,Newspapers,,2044875,This Day,Camden,DE,,https://www.proquest.com/docview/2638195503
worthwhile,2638310072,Ministers need to be honest with the public about the hardship ahead,2022-03-12,Newspapers,"['Jenrick, Robert']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/2638310072
worthwhile,2638323025,Ministers need to be honest with the public about the hardship ahead,2022-03-13,Newspapers,,32356,The Sunday Telegraph,Tonbridge,,,https://www.proquest.com/docview/2638323025
risk,2638444369,Boris assembles oil and gas task force to map his way out of Net Zero agenda,2022-03-13,Newspapers,"['Mikhailova, Anna']",45309,Mail on Sunday,London,,,https://www.proquest.com/docview/2638444369
risk,2638445067,Boris assembles oil and gas task force to map his way out of Net Zero agenda [Scot Region],2022-03-13,Newspapers,"['Mikhailova, Anna']",45309,Mail on Sunday,London,,,https://www.proquest.com/docview/2638445067
worthwhile,2638467616,Nuclear energy's future could be in a shed,2022-03-14,Newspapers,,2040384,The Australian Financial Review,Pyrmont,NSW,,https://www.proquest.com/docview/2638467616
worthwhile,2638492938,United States: DOE Awards $36 Million to Reduce Waste from Advanced Nuclear Reactors,2022-03-14,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/2638492938
unrelated,2638682428,UAE guest of honour at 15th Energy Conference in Rabat,2022-03-14,Newspapers,,40133,Emirates News Agency (WAM),Camden,DE,,https://www.proquest.com/docview/2638682428
worthwhile,2638704916,Nuclear Energy Was on Its Way Out. Now It's a Reason for Goldman to Recommend Buying Constellation Energy.,2022-03-14,Newspapers,"['Escobar, Sabrina']",2048938,Barron's (Online),South Brunswick,NJ,,https://www.proquest.com/docview/2638704916
worthwhile,2638785913,"United Kingdom: New space funding paves the way for pioneering approaches to energy, communication and resources",2022-03-15,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/2638785913
worthwhile,2638877192,We need to move beyond pitting green energy against hydrocarbons,2022-03-14,Newspapers,"['Kennedy-Glans, Donna']",46323,The Globe and Mail,Toronto,Ontario,,https://www.proquest.com/docview/2638877192
unrelated,2638887949,The Supply Shortage That Could Derail The Electric Car Boom,2022-03-15,Newspapers,,2040502,Yerepouni Daily News,Camden,DE,,https://www.proquest.com/docview/2638887949
unrelated,2638897579,PM discusses ramping up North Sea investment,2022-03-15,Newspapers,"['Connett, David']",4457156,i,London,,,https://www.proquest.com/docview/2638897579
risk,2639036918,"Saving is sensible, but spending helps more",2022-03-16,Newspapers,,43153,Newcastle Herald,Canberra ACT,,,https://www.proquest.com/docview/2639036918
worthwhile,2639092620,High fuel prices bring nuclear generation back on table,2022-03-15,Newspapers,"['Ruddy, Gabriela']",4887063,Valor International,Miami,FL,,https://www.proquest.com/docview/2639092620
worthwhile,2639134417,UK energy crisis could put Wylfa B back on track,2022-03-16,Newspapers,"['Hughes, Owen']",26178,Daily Post,London,,,https://www.proquest.com/docview/2639134417
worthwhile,2639930523,Wylfa B is back in frame 'as nuclear plants vital',2022-03-17,Newspapers,"['Hughes, Owen']",26175,Western Mail,London,,,https://www.proquest.com/docview/2639930523
worthwhile,2640201816,Will nuclear power brighten our future?,2022-03-17,Newspapers,,2032451,Business Mirror,,,,https://www.proquest.com/docview/2640201816
worthwhile,2640399085,Canada: Government of Canada invests in small modular reactor technology to help transition Canada to net zero with cleaner sources of energy,2022-03-21,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/2640399085
worthwhile,2640442207,Marshall’s poll struggle shows Morrison has his work cut out,2022-03-19,Newspapers,,42764,Weekend Australian,Surry Hills,NSW,,https://www.proquest.com/docview/2640442207
unrelated,2640512800,Johnson tells Aberdeen to keep on drilling to beat 'bully of the Kremlin',2022-03-19,Newspapers,"['Green, Chris']",4457156,i,London,,,https://www.proquest.com/docview/2640512800
unrelated,2640512823,PM urges investment in North Sea oil,2022-03-19,Newspapers,"['Green, Chris']",4457156,i,London,,,https://www.proquest.com/docview/2640512823
worthwhile,2640544310,Marshall’s poll struggle shows Morrison has his work cut out,2022-03-18,Newspapers,"['Kenny, Chris']",636359,The Australian (Online),Surry Hills,NSW,,https://www.proquest.com/docview/2640544310
risk,2640628688,Irish Examiner view: Has war put net zero on the back burner?,2022-03-19,Newspapers,,105811,Irish Examiner,"Blackpool, Cork",,,https://www.proquest.com/docview/2640628688
worthwhile,2640784399,Johnson 'frustrated' with Sunak over nuclear,2022-03-20,Newspapers,,32356,The Sunday Telegraph,Tonbridge,,,https://www.proquest.com/docview/2640784399
risk,3049299443,World: EU Policy. How Europe's energy crisis is feeding the election campaign,2024-05-02,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3049299443
unrelated,3049299505,"World: Housing, jobs and competitiveness, EP political parties and their economic vows",2024-05-02,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3049299505
risk,3049515758,"Australia ‘can’t wait for nuclear’, NSW Liberal Leader Mark Speakman has declared",2024-05-01,Newspapers,,636369,The Daily Telegraph (Online),Surry Hills,NSW,,https://www.proquest.com/docview/3049515758
worthwhile,3049810810,United Kingdom: Innovation Zero 2024 - sustainability conference,2024-05-03,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3049810810
unrelated,3049814570,"World: Housing, jobs and competitiveness, EP political parties and their economic vows",2024-05-03,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3049814570
unrelated,3050015206,Europe Takes Radical Steps To Boost Production --- State spending to help manufacturers compete with China and the U.S. is up,2024-05-03,Newspapers,"['Fairless, Tom']",10482,Wall Street Journal,South Brunswick,NJ,,https://www.proquest.com/docview/3050015206
worthwhile,3050042149,Empowering Change: The nuclear solution to climate challenges,2024-05-03,Newspapers,,55155,Pakistan Observer,,,,https://www.proquest.com/docview/3050042149
unrelated,3050645965,Sustainability space to offer 'significant opportunities' for citizens: Minister,2024-05-05,Newspapers,"['Ang, Shermaine']",33108,The Straits Times,News Centre,,,https://www.proquest.com/docview/3050645965
unrelated,3050646101,ABC’s leftist anti-Israel fave Antony Loewenstein set to give narcissism a bad name on his forthcoming compass program,2024-05-04,Newspapers,"['Henderson, Gerard']",636359,The Australian (Online),Surry Hills,NSW,,https://www.proquest.com/docview/3050646101
worthwhile,3050839007,Inside the 'perfect marriage' between nuclear power and the booming data center industry,2024-05-06,Newspapers,"['Thomas, Ellen', 'Geiger, Daniel']",4682318,Business Insider,New York,NY,,https://www.proquest.com/docview/3050839007
risk,3050905161,Voters don't want to live next to nuclear reactors,2024-05-07,Newspapers,,2040384,The Australian Financial Review,Pyrmont,NSW,,https://www.proquest.com/docview/3050905161
risk,3050946790,"Oh Bonza! Flights cancelled, passengers stranded, so what's next?",2024-05-04,Newspapers,,6828556,Country Leader : Your no. 1 Rural Newspaper,Canberra ACT,,,https://www.proquest.com/docview/3050946790
worthwhile,3051314178,Joint nuclear power centre ‘will benefit GCC nations’,2024-05-07,Newspapers,,29470,Gulf Daily News,Camden,DE,,https://www.proquest.com/docview/3051314178
risk,3051330993,"Oh Bonza! Flights cancelled, passengers stranded, so what's next?",2024-05-04,Newspapers,,636411,The Northern Daily Leader,Canberra ACT,,,https://www.proquest.com/docview/3051330993
unrelated,3051433156,Full text of Xi's speech at the closing ceremony of the Sixth Meeting of the China-France Business Council,2024-05-07,Newspapers,,2032725,People's Daily,Beijing,,,https://www.proquest.com/docview/3051433156
worthwhile,3051548525,"In an AI arms race, data centers are going nuclear",2024-05-07,Newspapers,"['Thomas, Ellen', 'Geiger, Daniel']",4682318,Business Insider,New York,NY,,https://www.proquest.com/docview/3051548525
unrelated,3052165856,China: Building on Past Achievements to Jointly Usher in a New Era In China-France Cooperation,2024-05-09,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3052165856
risk,3052423521,Can Renewable ETFs Continue To Outperform Oil &amp; Gas?,2024-05-09,Newspapers,,2040502,Yerepouni Daily News,Camden,DE,,https://www.proquest.com/docview/3052423521
unrelated,3053023362,Revealed: Meet the 100 Most Influential Arabs in 2024,2024-05-10,Newspapers,,39150,Arabianbusiness.com,Camden,DE,,https://www.proquest.com/docview/3053023362
unrelated,3053155443,Shipping industry to gather in Athens,2024-05-10,Newspapers,,38707,Cyprus Mail,Camden,DE,,https://www.proquest.com/docview/3053155443
worthwhile,3053317571,Letters,2024-05-11,Newspapers,,42765,The Advertiser,Surry Hills,NSW,,https://www.proquest.com/docview/3053317571
unrelated,3053584230,Walk-in nurse centres are a great service for many patients,2024-05-11,Newspapers,,726339,The Canberra Times,Canberra ACT,,,https://www.proquest.com/docview/3053584230
unrelated,3053660646,Rolls-Royce's 'hard man' boss demands credit for its extraordinary turnaround,2024-05-12,Newspapers,,32356,The Sunday Telegraph,Tonbridge,,,https://www.proquest.com/docview/3053660646
unrelated,3053787232,Greens inflaming home crisis,2024-05-13,Newspapers,,2040384,The Australian Financial Review,Pyrmont,NSW,,https://www.proquest.com/docview/3053787232
unrelated,3053789232,Inside Rolls-Royce’s extraordinary British revival,2024-05-12,Newspapers,"['Oliver, Matt']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3053789232
risk,3053906120,"Emerging Industry Strains Power Grid --- In fast-growing Georgia, electricity needs clash with green-energy goals",2024-05-13,Newspapers,"['Uberti, David']",10482,Wall Street Journal,South Brunswick,NJ,,https://www.proquest.com/docview/3053906120
worthwhile,3053930521,Nuclear power needed to transform Singapore's industrial economy,2024-05-13,Newspapers,"['Nian, Victor']",33677,The Business Times,News Centre,,,https://www.proquest.com/docview/3053930521
unrelated,3054229213,United States: DOE Appoints Inaugural Board of Directors for Groundbreaking New Foundation,2024-05-14,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3054229213
risk,3054255280,Anglesey nuclear plant risks saddling taxpayers with £20bn bill,2024-05-13,Newspapers,"['Oliver, Matt']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3054255280
risk,3054304040,Nuclear plant in Wales risks saddling taxpayers with £20bn bill [Edition 2],2024-05-14,Newspapers,,33554,The Daily Telegraph,Tonbridge,,,https://www.proquest.com/docview/3054304040
risk,3054304070,Nuclear plant in Wales risks saddling taxpayers with £20bn bill,2024-05-14,Newspapers,,33554,The Daily Telegraph,Tonbridge,,,https://www.proquest.com/docview/3054304070
unrelated,3054533422,United States: FACT SHEET: Biden-Harris Administration Kicks Off Infrastructure Week by Highlighting Historic Results Spurred by President Biden's Investing in America Agenda,2024-05-15,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3054533422
unrelated,3054742463,Solar Energy Is An Imperative For Pakistan,2024-05-14,Newspapers,,646549,The Friday Times,New Delhi,,,https://www.proquest.com/docview/3054742463
worthwhile,3055152459,Opposition to nuclear power is not credible,2024-05-16,Newspapers,,46325,The Scotsman,Edinburgh,,,https://www.proquest.com/docview/3055152459
risk,3055195738,Premier nukes his energy credibility,2024-05-16,Newspapers,,42785,The Courier - Mail,Surry Hills,NSW,,https://www.proquest.com/docview/3055195738
risk,3055411120,Editorial: Premier nukes his energy credibility,2024-05-15,Newspapers,,636370,The Courier - Mail (Online),Surry Hills,NSW,,https://www.proquest.com/docview/3055411120
risk,3055455978,Only one billionaire irks Dutton,2024-05-17,Newspapers,,43154,The Age,Sydney,New South Wales,,https://www.proquest.com/docview/3055455978
unrelated,3055456313,Only one billionaire irks Dutton,2024-05-17,Newspapers,,44841,Sydney Morning Herald,Sydney,New South Wales,,https://www.proquest.com/docview/3055456313
risk,3055735375,CND condemns Jack’s ‘risky’ plan for new nuclear power station in Scotland,2024-05-17,Newspapers,,45319,The Herald,Mc Lean,VA,,https://www.proquest.com/docview/3055735375
risk,3055918455,The politics of energy and the way forward for Nigeria – Bart Nnaji,2024-05-17,Newspapers,,2044874,Vanguard,Camden,DE,,https://www.proquest.com/docview/3055918455
unrelated,3055928254,The tu rbo-charg ing of Rolls-Royce,2024-05-18,Newspapers,,27209,The Post,Wellington,,,https://www.proquest.com/docview/3055928254
worthwhile,3055955001,"12 Stocks to Play Growing Energy Demand, From Oil and Gas to Nuclear and Solar; Fossil fuels and clean-energy shares are unloved by investors. That's an opportunity, say our roundtable experts. Why some stocks could double, and then some.",2024-05-17,Newspapers,"['Salzman, Avi']",2048938,Barron's (Online),South Brunswick,NJ,,https://www.proquest.com/docview/3055955001
worthwhile,3055961812,"Canada: Canada and the United States extend bilateral energy transformation task force for an additional year, announce new mineral sector investments",2024-05-20,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3055961812
worthwhile,3055966255,United States: U.S.-Canada Joint Statement on the Extension of the Bilateral Energy Transformation Task Force,2024-05-20,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3055966255
risk,3056029922,Nuclear too expensive: Forrest,2024-05-18,Newspapers,,42764,Weekend Australian,Surry Hills,NSW,,https://www.proquest.com/docview/3056029922
worthwhile,3056520329,Letters to the Editor,2024-05-20,Newspapers,,42763,The Australian,Surry Hills,NSW,,https://www.proquest.com/docview/3056520329
worthwhile,3056659440,"Unreliable renewable energy puts jobs, economy at risk",2024-05-19,Newspapers,,636359,The Australian (Online),Surry Hills,NSW,,https://www.proquest.com/docview/3056659440
risk,3056761515,Shocking new map shows 17 nuclear sites spreading across UK,2024-05-18,Newspapers,"['Smith, Oli']",2030468,Express (Online),London,,,https://www.proquest.com/docview/3056761515
worthwhile,3056836545,"British stocks represent golden buying opportunity, says HSBC",2024-05-20,Newspapers,"['Bow, Michael', 'Singleton, Alex', 'Price, Chris']",1986348,Telegraph.co.uk,London,,,https://www.proquest.com/docview/3056836545
worthwhile,3056836739,Rolls-Royce to build prototypes of nuclear reactors in region,2024-05-21,Newspapers,"['Burn, Chris']",27174,The Yorkshire Post,Tunbridge Wells,,,https://www.proquest.com/docview/3056836739
worthwhile,3056960995,Rolls signs £15m deal with Sheffield University for mini-nuke trials,2024-05-21,Newspapers,,33554,The Daily Telegraph,Tonbridge,,,https://www.proquest.com/docview/3056960995
risk,3057063868,Blackout risks: A nation lost in energy transition,2024-05-20,Newspapers,"['Kelly, Joe', 'Williams, Perry']",636359,The Australian (Online),Surry Hills,NSW,,https://www.proquest.com/docview/3057063868
unrelated,3057078334,Australia needs to relearn the reform lessons taught to Greece,2024-05-22,Newspapers,,2040384,The Australian Financial Review,Pyrmont,NSW,,https://www.proquest.com/docview/3057078334
risk,3057507023,CSIRO runs ruler over value of large-scale nuclear power,2024-05-22,Newspapers,,42763,The Australian,Surry Hills,NSW,,https://www.proquest.com/docview/3057507023
unrelated,3057608917,"Move Over, Nvidia. Copper Is Getting a Big AI Boost Too.",2024-05-22,Newspapers,"['La Monica, Paul R']",2048938,Barron's (Online),South Brunswick,NJ,,https://www.proquest.com/docview/3057608917
risk,3057615944,WoodMac Sees $1 Trillion At Risk for Clean Energy Investments Under Trump,2024-05-22,Newspapers,,2040502,Yerepouni Daily News,Camden,DE,,https://www.proquest.com/docview/3057615944
risk,3057691212,CSIRO runs ruler over large scale nuclear power,2024-05-21,Newspapers,"['Commins, Patrick']",636359,The Australian (Online),Surry Hills,NSW,,https://www.proquest.com/docview/3057691212
worthwhile,3057696518,Cutting through the nuclear noise,2024-05-23,Newspapers,,2040384,The Australian Financial Review,Pyrmont,NSW,,https://www.proquest.com/docview/3057696518
risk,3057696791,Private capital rejects nuclear dream,2024-05-23,Newspapers,,2040384,The Australian Financial Review,Pyrmont,NSW,,https://www.proquest.com/docview/3057696791
risk,3058297620,"CSIRO report paints grim picture of cost, timeline of Coalition’s nuclear idea",2024-05-21,Newspapers,"['Ransley, Ellen']",636365,News.com.au,Surry Hills,NSW,,https://www.proquest.com/docview/3058297620
risk,3058313727,‘Nuclear is torpedoed’,2024-05-23,Newspapers,,43665,Townsville Bulletin,Surry Hills,NSW,,https://www.proquest.com/docview/3058313727
risk,3058315018,‘Nuclear is torpedoed’,2024-05-23,Newspapers,,43521,The Gold Coast Bulletin,Surry Hills,NSW,,https://www.proquest.com/docview/3058315018
risk,3058316978,‘Nuclear is torpedoed’,2024-05-23,Newspapers,,75791,The Northern Territory News,Surry Hills,NSW,,https://www.proquest.com/docview/3058316978
worthwhile,3058336532,Teesside University to set out benefits of X-energy site at Hartlepool,2024-05-22,Newspapers,"['Hughes, Mike']",45456,Northern Echo,Darlington,,,https://www.proquest.com/docview/3058336532
risk,3058642443,Coal's staying power another wake-up call,2024-05-24,Newspapers,,2040384,The Australian Financial Review,Pyrmont,NSW,,https://www.proquest.com/docview/3058642443
risk,3058642748,Letters,2024-05-24,Newspapers,,43154,The Age,Sydney,New South Wales,,https://www.proquest.com/docview/3058642748
risk,3058642821,Origin boss backing Eraring as states go nuclear on Dutton bid,2024-05-24,Newspapers,,44841,Sydney Morning Herald,Sydney,New South Wales,,https://www.proquest.com/docview/3058642821
risk,3059010832,Eraring deal welcome sign of pragmatic Labor Right,2024-05-24,Newspapers,,42763,The Australian,Surry Hills,NSW,,https://www.proquest.com/docview/3059010832
risk,3059041286,Eraring deal welcome sign of pragmatic Labor Right,2024-05-24,Newspapers,,42763,The Australian,Surry Hills,NSW,,https://www.proquest.com/docview/3059041286
worthwhile,3059106322,SaskPower advances plans for first small modular reactor,2024-05-23,Newspapers,"['Rediger, Pat']",25399,Star - Phoenix,Toronto,Ontario,,https://www.proquest.com/docview/3059106322
worthwhile,3059118696,Uni boffins set to probe impacts of nuclear plant,2024-05-24,Newspapers,"['Collinson, Felicity']",26689,Evening Gazette,London,,,https://www.proquest.com/docview/3059118696
worthwhile,3059120371,SaskPower advances plans for first small modular reactor,2024-05-23,Newspapers,"['Rediger, Pat']",27469,Leader Post,Toronto,Ontario,,https://www.proquest.com/docview/3059120371
unrelated,3059515551,United States: FACT SHEET: Kenya State Visit to the United States,2024-05-27,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3059515551
unrelated,3059517185,"United States: 2024 Indo-Pacific Business Forum Forges New Collaborations, Spurs Innovation, and Drives Investment",2024-05-27,Newspapers,,656306,Asia News Monitor,Bangkok,,,https://www.proquest.com/docview/3059517185
worthwhile,3059592773,Transition to our very own energy omnishambles,2024-05-25,Newspapers,,42764,Weekend Australian,Surry Hills,NSW,,https://www.proquest.com/docview/3059592773
worthwhile,3060199602,Letters,2024-05-27,Newspapers,,42785,The Courier - Mail,Surry Hills,NSW,,https://www.proquest.com/docview/3060199602
